Date 	Day	Month	Year	Quarter	series 	OPEN 	HIGH 	LOW 	PREV. CLOSE 	ltp 	close 	vwap 	52W H 	52W L 	VOLUME 	VALUE 	No of trades 	Quarter22
24-09-2024 00:00	Tuesday	September	2024	Q3	EQ	3787.7	3831.8	3775	3787.7	3792.9	3791.6	3808	3919.9	2856.15	2676546	10192281539	147710	3
23-09-2024 00:00	Monday	September	2024	Q3	EQ	3800	3838.8	3749	3793.9	3785	3787.7	3779.3	3919.9	2856.15	1937874	7323809213	133184	3
20-09-2024 00:00	Friday	September	2024	Q3	EQ	3700	3809.9	3680.25	3683.7	3793	3793.9	3773.54	3919.9	2846.05	5401701	20383510293	252442	3
19-09-2024 00:00	Thursday	September	2024	Q3	EQ	3750	3750.4	3674	3730.45	3689	3683.7	3693.71	3919.9	2846.05	1711564	6322017895	122388	3
18-09-2024 00:00	Wednesday	September	2024	Q3	EQ	3689	3757.95	3684.2	3695.2	3726.05	3730.45	3729.67	3919.9	2846.05	2249929	8391486010	107286	3
17-09-2024 00:00	Tuesday	September	2024	Q3	EQ	3668	3705	3659.7	3662.25	3686	3695.2	3684.21	3919.9	2846.05	1289060	4749171728	116988	3
16-09-2024 00:00	Monday	September	2024	Q3	EQ	3619.15	3670	3613	3613	3657.85	3662.25	3651.58	3919.9	2846.05	1045964	3819418658	73047	3
13-09-2024 00:00	Friday	September	2024	Q3	EQ	3622	3634.75	3600.05	3622	3608.35	3613	3611.45	3919.9	2846.05	1752455	6328901570	100344	3
12-09-2024 00:00	Thursday	September	2024	Q3	EQ	3558	3638.05	3534	3536.95	3620.05	3622	3579.25	3919.9	2846.05	3751523	13427637792	189229	3
11-09-2024 00:00	Wednesday	September	2024	Q3	EQ	3595	3603.95	3516.4	3596.15	3540	3536.95	3561.46	3919.9	2846.05	1865165	6642707258	126237	3
10-09-2024 00:00	Tuesday	September	2024	Q3	EQ	3585	3625	3571	3578.3	3600	3596.15	3598.83	3919.9	2846.05	1203483	4331129795	93770	3
09-09-2024 00:00	Monday	September	2024	Q3	EQ	3584	3594	3553.85	3574.75	3576	3578.3	3577.27	3919.9	2846.05	1454589	5203451218	116687	3
06-09-2024 00:00	Friday	September	2024	Q3	EQ	3615.1	3623.8	3536.2	3624.15	3572.9	3574.75	3568.94	3919.9	2705	3096557	11051417113	202312	3
05-09-2024 00:00	Thursday	September	2024	Q3	EQ	3668	3668	3608.4	3650.8	3625	3624.15	3626.07	3919.9	2705	2958770	10728699384	172903	3
04-09-2024 00:00	Wednesday	September	2024	Q3	EQ	3650	3681	3631.1	3690.15	3654	3650.8	3646.74	3919.9	2705	1930121	7038650189	124315	3
03-09-2024 00:00	Tuesday	September	2024	Q3	EQ	3693.95	3713.95	3666.9	3683.1	3686.3	3690.15	3690.76	3919.9	2705	1211993	4473174177	93945	3
02-09-2024 00:00	Monday	September	2024	Q3	EQ	3706	3721.95	3666.35	3704.65	3677.8	3683.1	3689.2	3919.9	2705	1277813	4714112303	115019	3
30-08-2024 00:00	Friday	August	2024	Q3	EQ	3718.35	3745	3666.4	3683.45	3707	3704.65	3700.93	3919.9	2650.05	2592912	9596196231	133375	3
29-08-2024 00:00	Thursday	August	2024	Q3	EQ	3690.5	3710	3651.55	3689.05	3690	3683.45	3684.34	3919.9	2650.05	2165489	7978391207	132112	3
28-08-2024 00:00	Wednesday	August	2024	Q3	EQ	3705	3724.4	3685	3702.7	3690	3689.05	3700.41	3919.9	2650.05	1278175	4729767635	82201	3
27-08-2024 00:00	Tuesday	August	2024	Q3	EQ	3642.65	3737	3636	3641.9	3700.1	3702.7	3706.72	3919.9	2650.05	3315435	12289383661	131931	3
26-08-2024 00:00	Monday	August	2024	Q3	EQ	3611	3648	3594.7	3598.55	3638	3641.9	3628.56	3919.9	2650.05	1606911	5830777896	73397	3
23-08-2024 00:00	Friday	August	2024	Q3	EQ	3606.5	3622	3587.05	3606.5	3598.25	3598.55	3602.56	3919.9	2623.45	1825180	6575312026	79918	3
22-08-2024 00:00	Thursday	August	2024	Q3	EQ	3607.05	3612.15	3583.95	3596.05	3602.3	3606.5	3603.84	3919.9	2623.45	1734927	6252403569	84632	3
21-08-2024 00:00	Wednesday	August	2024	Q3	EQ	3590	3615.3	3581.9	3572.7	3593.75	3596.05	3599.68	3919.9	2623.45	1714248	6170748516	74473	3
20-08-2024 00:00	Tuesday	August	2024	Q3	EQ	3562	3580	3548	3555.05	3579	3572.7	3568.41	3919.9	2623.45	1285569	4587442114	78801	3
19-08-2024 00:00	Monday	August	2024	Q3	EQ	3599.85	3599.9	3547	3568.35	3558.1	3555.05	3561.38	3919.9	2623.45	1898535	6761408510	98035	3
16-08-2024 00:00	Friday	August	2024	Q3	EQ	3578	3580.9	3533	3545.2	3569	3568.35	3561.97	3919.9	2616	2808865	10005082527	149879	3
14-08-2024 00:00	Wednesday	August	2024	Q3	EQ	3558.95	3578.7	3536.5	3551.8	3540.05	3545.2	3556.86	3919.9	2616	1584372	5635385431	86539	3
13-08-2024 00:00	Tuesday	August	2024	Q3	EQ	3580	3607	3545.2	3571.95	3551	3551.8	3573.19	3919.9	2616	1316218	4703098658	85677	3
12-08-2024 00:00	Monday	August	2024	Q3	EQ	3579	3611	3563	3592.05	3573	3571.95	3584.31	3919.9	2616	1965035	7043299073	121950	3
09-08-2024 00:00	Friday	August	2024	Q3	EQ	3600	3605.55	3575.7	3553.55	3594	3592.05	3591.14	3919.9	2615.25	848232	3046121443	83218	3
08-08-2024 00:00	Thursday	August	2024	Q3	EQ	3621	3628.75	3547.45	3638.25	3558	3553.55	3574.92	3919.9	2615.25	2038088	7286005509	149101	3
07-08-2024 00:00	Wednesday	August	2024	Q3	EQ	3630	3655.75	3610.35	3576.2	3641.2	3638.25	3634.09	3919.9	2615.25	1613097	5862138962	93561	3
06-08-2024 00:00	Tuesday	August	2024	Q3	EQ	3548	3634.9	3546	3528	3588	3576.2	3598.72	3919.9	2615.25	2125532	7649192776	122533	3
05-08-2024 00:00	Monday	August	2024	Q3	EQ	3597	3607.9	3511.5	3665.7	3530	3528	3547.86	3919.9	2615.25	2900685	10291225585	195790	3
02-08-2024 00:00	Friday	August	2024	Q3	EQ	3730.35	3748.9	3657.1	3779.3	3657.9	3665.7	3688.92	3919.9	2586.3	2512525	9268499168	180833	3
01-08-2024 00:00	Thursday	August	2024	Q3	EQ	3810	3838.95	3765.85	3815	3770	3779.3	3795.42	3919.9	2586.3	1998663	7585756152	113449	3
31-07-2024 00:00	Wednesday	July	2024	Q3	EQ	3777.05	3822	3763.1	3784.65	3815	3815	3798.06	3919.9	2586.3	2703636	10268559319	133518	3
30-07-2024 00:00	Tuesday	July	2024	Q3	EQ	3774.85	3795	3738.6	3774.95	3778.25	3784.65	3783.19	3919.9	2586.3	1979989	7490670960	111800	3
29-07-2024 00:00	Monday	July	2024	Q3	EQ	3701	3790	3686.6	3679.9	3775	3774.95	3760.82	3919.9	2586.3	4159919	15644694864	162580	3
26-07-2024 00:00	Friday	July	2024	Q3	EQ	3629	3701	3596.1	3619.15	3699	3679.9	3658.21	3919.9	2553	2617659	9575959118	172197	3
25-07-2024 00:00	Thursday	July	2024	Q3	EQ	3539	3630.9	3532.05	3519.45	3622	3619.15	3594.69	3919.9	2553	4691483	16864428821	224931	3
24-07-2024 00:00	Wednesday	July	2024	Q3	EQ	3549	3557.95	3501	3538.05	3522	3519.45	3522.81	3919.9	2553	3184060	11216851553	200120	3
23-07-2024 00:00	Tuesday	July	2024	Q3	EQ	3669.6	3714	3460	3651.45	3542	3538.05	3566.85	3919.9	2553	6957691	24817009549	377078	3
22-07-2024 00:00	Monday	July	2024	Q3	EQ	3617.9	3661.85	3567.6	3618.5	3651	3651.45	3609.78	3919.9	2553	3639057	13136187987	132791	3
19-07-2024 00:00	Friday	July	2024	Q3	EQ	3651	3658.95	3610	3656.2	3618	3618.5	3632.53	3919.9	2465	2432533	8836242253	148075	3
18-07-2024 00:00	Thursday	July	2024	Q3	EQ	3640	3679.25	3598.65	3636.55	3647	3656.2	3649.3	3919.9	2465	3240772	11826560025	167559	3
16-07-2024 00:00	Tuesday	July	2024	Q3	EQ	3646.1	3651.6	3621	3651.6	3640	3636.55	3635.15	3919.9	2465	2220953	8073490866	94436	3
15-07-2024 00:00	Monday	July	2024	Q3	EQ	3670	3674	3637	3649.35	3647	3651.6	3651.36	3919.9	2465	943302	3444337699	81792	3
12-07-2024 00:00	Friday	July	2024	Q3	EQ	3630	3667.7	3612.7	3621.1	3654.45	3649.35	3643.26	3919.9	2420	2001185	7290841854	128210	3
11-07-2024 00:00	Thursday	July	2024	Q3	EQ	3660	3684.6	3603	3650.05	3629	3621.1	3636.68	3919.9	2420	2942924	10702486723	174550	3
10-07-2024 00:00	Wednesday	July	2024	Q3	EQ	3685.05	3694	3601	3666.1	3650	3650.05	3645.25	3919.9	2420	2231438	8134142569	155613	3
09-07-2024 00:00	Tuesday	July	2024	Q3	EQ	3650	3685	3646.1	3632	3665.95	3666.1	3667.3	3919.9	2420	2425176	8893858176	147128	3
08-07-2024 00:00	Monday	July	2024	Q3	EQ	3640.1	3645.7	3594	3627.15	3631.9	3632	3620.24	3919.9	2420	1706210	6176885529	101380	3
05-07-2024 00:00	Friday	July	2024	Q3	EQ	3573.3	3638	3568	3573.3	3621	3627.15	3620.27	3919.9	2420	1635209	5919905675	129124	3
04-07-2024 00:00	Thursday	July	2024	Q3	EQ	3616.1	3644	3565.8	3614.35	3581.65	3573.3	3603.24	3919.9	2420	1851947	6673015817	104858	3
03-07-2024 00:00	Wednesday	July	2024	Q3	EQ	3650.35	3650.5	3605	3626.5	3615	3614.35	3619.87	3919.9	2420	1923801	6963914656	97998	3
02-07-2024 00:00	Tuesday	July	2024	Q3	EQ	3535.05	3634	3535.05	3526.55	3623	3626.5	3595.51	3919.9	2420	5087748	18293039442	217762	3
01-07-2024 00:00	Monday	July	2024	Q3	EQ	3535.2	3541.4	3514	3548.45	3528.2	3526.55	3524.97	3919.9	2420	2961120	10437845854	156318	3
28-06-2024 00:00	Friday	June	2024	Q2	EQ	3540	3575.95	3538.1	3564.4	3545.7	3548.45	3558.07	3919.9	2367.95	3141514	11177724726	211665	2
27-06-2024 00:00	Thursday	June	2024	Q2	EQ	3597.45	3601.3	3550	3602.95	3563	3564.4	3568.52	3919.9	2367.95	5519875	19697763049	267353	2
26-06-2024 00:00	Wednesday	June	2024	Q2	EQ	3601	3624.9	3592.25	3587.8	3604	3602.95	3605.48	3919.9	2367.95	2480187	8942256279	137475	2
25-06-2024 00:00	Tuesday	June	2024	Q2	EQ	3556.5	3591.95	3528	3531.6	3588.45	3587.8	3563.39	3919.9	2367.95	2158039	7689939971	139316	2
24-06-2024 00:00	Monday	June	2024	Q2	EQ	3520.35	3567	3505	3535	3541	3531.6	3540.3	3919.9	2367.95	2330559	8250882780	127028	2
21-06-2024 00:00	Friday	June	2024	Q2	EQ	3604.05	3610	3516	3594.45	3524	3535	3546.79	3919.9	2354.45	4508508	15990734727	208119	2
20-06-2024 00:00	Thursday	June	2024	Q2	EQ	3584.95	3613.3	3564.6	3589.95	3598.4	3594.45	3587.54	3919.9	2354.45	2618715	9394746481	168275	2
19-06-2024 00:00	Wednesday	June	2024	Q2	EQ	3690	3699	3575	3689.2	3606.95	3589.95	3622.88	3919.9	2354.45	2936151	10637325627	174218	2
18-06-2024 00:00	Tuesday	June	2024	Q2	EQ	3708	3710	3675	3687.8	3689	3689.2	3694.7	3919.9	2354.45	1936792	7155863444	125205	2
14-06-2024 00:00	Friday	June	2024	Q2	EQ	3718	3720	3675	3703.65	3681.1	3687.8	3689.66	3919.9	2327.1	1746508	6444027621	116358	2
13-06-2024 00:00	Thursday	June	2024	Q2	EQ	3665.5	3715.9	3635	3630.3	3702	3703.65	3683.7	3919.9	2327.1	2965500	10924017089	248839	2
12-06-2024 00:00	Wednesday	June	2024	Q2	EQ	3615	3648.95	3578	3598.7	3630	3630.3	3630.27	3919.9	2327.1	2242274	8140054290	106476	2
11-06-2024 00:00	Tuesday	June	2024	Q2	EQ	3570	3639	3551.2	3543.75	3600	3598.7	3609.24	3919.9	2327.1	2548176	9196976163	169264	2
10-06-2024 00:00	Monday	June	2024	Q2	EQ	3521.05	3585	3521.05	3532.5	3541.95	3543.75	3552.73	3919.9	2327.1	3151257	11195550288	172023	2
07-06-2024 00:00	Friday	June	2024	Q2	EQ	3465.05	3548	3446	3482.55	3527.85	3532.5	3514.12	3919.9	2240	5879660	20661821710	299277	2
06-06-2024 00:00	Thursday	June	2024	Q2	EQ	3438	3538.2	3385.3	3409	3496	3482.55	3480.8	3919.9	2240	8374602	29150343332	371459	2
05-06-2024 00:00	Wednesday	June	2024	Q2	EQ	3441.5	3441.5	3175.05	3403.2	3399.95	3409	3303.53	3919.9	2240	10372458	34265705435	562189	2
04-06-2024 00:00	Tuesday	June	2024	Q2	EQ	3852	3898	3320	3897.15	3415	3403.2	3539.43	3919.9	2240	9920882	35114240231	560360	2
03-06-2024 00:00	Monday	June	2024	Q2	EQ	3855.4	3919.9	3801.1	3669.3	3900.45	3897.15	3880.45	3919.9	2240	5767666	22381147733	246551	2
31-05-2024 00:00	Friday	May	2024	Q2	EQ	3636.4	3744.8	3636.4	3634.7	3678.5	3669.3	3693.33	3860	2200	6432341	23756740901	244010	2
30-05-2024 00:00	Thursday	May	2024	Q2	EQ	3626.05	3643.95	3607.75	3634.8	3643	3634.7	3630.63	3860	2200	2701849	9809413541	174916	2
29-05-2024 00:00	Wednesday	May	2024	Q2	EQ	3611	3661.85	3610.35	3658.2	3628.15	3634.8	3635.48	3860	2200	1506146	5475566341	97277	2
28-05-2024 00:00	Tuesday	May	2024	Q2	EQ	3652	3685.25	3646.05	3652	3657	3658.2	3661.34	3860	2200	1440187	5273012668	119953	2
27-05-2024 00:00	Monday	May	2024	Q2	EQ	3644.9	3695	3600	3625.9	3647	3652	3653.01	3860	2200	2570708	9390809807	182366	2
24-05-2024 00:00	Friday	May	2024	Q2	EQ	3586	3659	3582.3	3585.4	3621	3625.9	3627.82	3860	2176	2740360	9941541702	192630	2
23-05-2024 00:00	Thursday	May	2024	Q2	EQ	3460.9	3601.65	3455	3460.85	3577	3585.4	3551.2	3860	2176	4525637	16071452310	274666	2
22-05-2024 00:00	Wednesday	May	2024	Q2	EQ	3450.05	3472.7	3435.05	3440.95	3464.75	3460.85	3459.49	3860	2176	1409992	4877846791	118328	2
21-05-2024 00:00	Tuesday	May	2024	Q2	EQ	3458	3470.3	3434	3464.2	3435.05	3440.95	3450.64	3860	2176	2100848	7249274176	147630	2
18-05-2024 00:00	Saturday	May	2024	Q2	EQ	3452	3468	3445.8	3450.75	3467.5	3464.2	3458.37	3860	2168.5	141462	489228073.8	9811	2
17-05-2024 00:00	Friday	May	2024	Q2	EQ	3475.95	3475.95	3412.15	3460.6	3454.15	3450.75	3440.74	3860	2168.5	2676919	9210579941	175513	2
16-05-2024 00:00	Thursday	May	2024	Q2	EQ	3428.95	3468.5	3378.7	3411.3	3460	3460.6	3413.98	3860	2168.5	3398714	11603135146	229058	2
15-05-2024 00:00	Wednesday	May	2024	Q2	EQ	3390	3417.4	3353.15	3379.45	3415	3411.3	3386.15	3860	2168.5	2718682	9205869369	185374	2
14-05-2024 00:00	Tuesday	May	2024	Q2	EQ	3300	3384.9	3293.4	3293.85	3375	3379.45	3348.66	3860	2168.5	2870328	9611746752	176256	2
13-05-2024 00:00	Monday	May	2024	Q2	EQ	3267.05	3315	3225.2	3271.45	3300	3293.85	3280.38	3860	2168.5	3557067	11668526808	205393	2
10-05-2024 00:00	Friday	May	2024	Q2	EQ	3281.6	3306.15	3234.6	3275.45	3276.9	3271.45	3263.22	3860	2168.5	4132191	13484247759	272803	2
09-05-2024 00:00	Thursday	May	2024	Q2	EQ	3312.75	3377	3266.65	3486.85	3289.95	3275.45	3310.59	3860	2168.5	12120574	40126195141	642552	2
08-05-2024 00:00	Wednesday	May	2024	Q2	EQ	3429	3497.4	3367.8	3427.75	3482.75	3486.85	3422.63	3860	2168.5	4116670	14089833173	206007	2
07-05-2024 00:00	Tuesday	May	2024	Q2	EQ	3479.4	3496	3425	3463.3	3429.1	3427.75	3451.2	3860	2168.5	3376013	11651304132	170591	2
06-05-2024 00:00	Monday	May	2024	Q2	EQ	3522.8	3527	3441.1	3499.8	3468	3463.3	3469.51	3860	2168.5	2614667	9071608497	200066	2
03-05-2024 00:00	Friday	May	2024	Q2	EQ	3610	3622	3488.45	3599.5	3500	3499.8	3525.94	3860	2168.5	4079696	14384759937	336644	2
02-05-2024 00:00	Thursday	May	2024	Q2	EQ	3590.05	3634.15	3576.05	3594.3	3599.75	3599.5	3600.92	3860	2168.5	3748847	13499305909	339498	2
30-04-2024 00:00	Tuesday	April	2024	Q2	EQ	3639	3648.95	3584.05	3634.3	3591.95	3594.3	3622.81	3860	2168.5	1571996	5695043781	147602	2
29-04-2024 00:00	Monday	April	2024	Q2	EQ	3606.1	3649.9	3605.2	3605.2	3634	3634.3	3633.23	3860	2168.5	1396979	5075551038	104169	2
26-04-2024 00:00	Friday	April	2024	Q2	EQ	3652	3660.9	3585	3652.3	3608	3605.2	3614.36	3860	2168.5	1973113	7131546088	155188	2
25-04-2024 00:00	Thursday	April	2024	Q2	EQ	3616.1	3666	3611.6	3634.85	3642	3652.3	3646.8	3860	2168.5	2420380	8826635615	138913	2
24-04-2024 00:00	Wednesday	April	2024	Q2	EQ	3616.55	3654.95	3601.1	3610.15	3640.3	3634.85	3636.62	3860	2168.5	1501234	5459422387	104466	2
23-04-2024 00:00	Tuesday	April	2024	Q2	EQ	3632.75	3632.75	3588	3612.7	3606	3610.15	3604.41	3860	2168.5	1434580	5170809325	125329	2
22-04-2024 00:00	Monday	April	2024	Q2	EQ	3568.75	3620	3540.95	3518.35	3620	3612.7	3587.21	3860	2168.5	2605754	9347387249	157999	2
19-04-2024 00:00	Friday	April	2024	Q2	EQ	3525	3542.9	3472.4	3550.95	3512.9	3518.35	3509.76	3860	2168.5	2759031	9683545966	161797	2
18-04-2024 00:00	Thursday	April	2024	Q2	EQ	3561.95	3617.65	3539.7	3543.45	3554	3550.95	3571.29	3860	2168.5	3273257	11689757626	200764	2
16-04-2024 00:00	Tuesday	April	2024	Q2	EQ	3580.05	3598.15	3529.45	3600.8	3555	3543.45	3555.15	3860	2168.5	2291042	8145000756	161892	2
15-04-2024 00:00	Monday	April	2024	Q2	EQ	3626.05	3679.85	3586.2	3679.25	3605.45	3600.8	3627.82	3860	2168.5	1719910	6239522111	164970	2
12-04-2024 00:00	Friday	April	2024	Q2	EQ	3749.95	3802.1	3663.5	3753.2	3687	3679.25	3722.02	3860	2168.5	3437544	12794599828	225321	2
10-04-2024 00:00	Wednesday	April	2024	Q2	EQ	3800	3800	3750.1	3785.25	3758.8	3753.2	3765.13	3860	2168.5	1951581	7347962876	116783	2
09-04-2024 00:00	Tuesday	April	2024	Q2	EQ	3820	3827.95	3775	3807.85	3781	3785.25	3793.72	3860	2168.5	1997057	7576271479	89699	2
08-04-2024 00:00	Monday	April	2024	Q2	EQ	3745	3819.8	3743.1	3743.1	3811.05	3807.85	3787.21	3860	2168.5	1083395	4103040560	87260	2
05-04-2024 00:00	Friday	April	2024	Q2	EQ	3770.1	3790	3716.25	3797.85	3744	3743.1	3743	3860	2155	1645597	6159461644	118994	2
04-04-2024 00:00	Thursday	April	2024	Q2	EQ	3804.9	3819.75	3731.05	3782.45	3810	3797.85	3779.76	3860	2155	2339529	8842853337	170785	2
03-04-2024 00:00	Wednesday	April	2024	Q2	EQ	3799.7	3799.7	3770.15	3807.4	3783	3782.45	3781.8	3860	2155	1684618	6370895628	102022	2
02-04-2024 00:00	Tuesday	April	2024	Q2	EQ	3849.8	3860	3771.25	3838	3811.8	3807.4	3795.24	3860	2155	3608162	13693853103	122363	2
01-04-2024 00:00	Monday	April	2024	Q2	EQ	3780.85	3851.85	3780.85	3763.9	3840.2	3838	3831.67	3851.85	2155	1905190	7300059453	110296	2
28-03-2024 00:00	Thursday	March	2024	Q1	EQ	3706.55	3813.35	3697.55	3706.4	3764.9	3763.9	3767.16	3813.35	2121	4278668	16118435649	211392	1
27-03-2024 00:00	Wednesday	March	2024	Q1	EQ	3683	3727.2	3670.1	3670.1	3704	3706.4	3707.53	3737.9	2121	2387693	8852446127	160348	1
26-03-2024 00:00	Tuesday	March	2024	Q1	EQ	3605	3676.9	3600	3617.8	3670	3670.1	3653.95	3737.9	2121	2320963	8480683349	167326	1
22-03-2024 00:00	Friday	March	2024	Q1	EQ	3546.2	3647.3	3546.2	3560	3610	3617.8	3609.22	3737.9	2121	3020545	10901801228	216381	1
21-03-2024 00:00	Thursday	March	2024	Q1	EQ	3525.15	3596	3525.15	3509.7	3562	3560	3569.15	3737.9	2121	2504962	8940592593	158916	1
20-03-2024 00:00	Wednesday	March	2024	Q1	EQ	3502.75	3524.95	3487.75	3501.7	3513.2	3509.7	3511.18	3737.9	2121	1442811	5065963258	120211	1
